pk;pk_l1;pk_l2;pk_l3;un_pk_l0;un_pk_l1;un_pk_l2;un_pk_l3;un_code_l1;un_code_l2;un_code_l3;classificationDesc;classificationType;typeCode;desc_l1;desc_l2;desc_l3
G-LVL01-IDX-0024-G-LVL02-IDX-0211-G-LVL03-IDX-1193;G-LVL01-IDX-0024;G-LVL02-IDX-0211;G-LVL03-IDX-1193;HS-C-TOTAL;HS-C-25;HS-C-2508;HS-C-250840;25;2508;250840;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth";"Clays (excluding expanded clays of heading no. 6806); n.e.c. in heading no. 2508, whether or not calcined"
G-LVL01-IDX-0024-G-LVL02-IDX-0211-G-LVL03-IDX-1194;G-LVL01-IDX-0024;G-LVL02-IDX-0211;G-LVL03-IDX-1194;HS-C-TOTAL;HS-C-25;HS-C-2508;HS-C-250850;25;2508;250850;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth";"Clays (excluding expanded clays of heading no. 6806); andalusite, kyanite and sillimanite, whether or not calcined"
G-LVL01-IDX-0024-G-LVL02-IDX-0211-G-LVL03-IDX-1195;G-LVL01-IDX-0024;G-LVL02-IDX-0211;G-LVL03-IDX-1195;HS-C-TOTAL;HS-C-25;HS-C-2508;HS-C-250860;25;2508;250860;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth";"Clays (excluding expanded clays of heading no. 6806); mullite"
G-LVL01-IDX-0024-G-LVL02-IDX-0211-G-LVL03-IDX-1196;G-LVL01-IDX-0024;G-LVL02-IDX-0211;G-LVL03-IDX-1196;HS-C-TOTAL;HS-C-25;HS-C-2508;HS-C-250870;25;2508;250870;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth";"Clays (excluding expanded clays of heading no. 6806); chamotte or dinas earths"
G-LVL01-IDX-0024-G-LVL02-IDX-0212-G-LVL03-IDX-1197;G-LVL01-IDX-0024;G-LVL02-IDX-0212;G-LVL03-IDX-1197;HS-C-TOTAL;HS-C-25;HS-C-2509;HS-C-250900;25;2509;250900;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Chalk;Chalk
G-LVL01-IDX-0024-G-LVL02-IDX-0213-G-LVL03-IDX-1198;G-LVL01-IDX-0024;G-LVL02-IDX-0213;G-LVL03-IDX-1198;HS-C-TOTAL;HS-C-25;HS-C-2510;HS-C-251010;25;2510;251010;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk";"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; unground"
G-LVL01-IDX-0024-G-LVL02-IDX-0213-G-LVL03-IDX-1199;G-LVL01-IDX-0024;G-LVL02-IDX-0213;G-LVL03-IDX-1199;HS-C-TOTAL;HS-C-25;HS-C-2510;HS-C-251020;25;2510;251020;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk";"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground"
G-LVL01-IDX-0024-G-LVL02-IDX-0214-G-LVL03-IDX-1200;G-LVL01-IDX-0024;G-LVL02-IDX-0214;G-LVL03-IDX-1200;HS-C-TOTAL;HS-C-25;HS-C-2511;HS-C-251110;25;2511;251110;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816";"Barium sulphate (barytes); natural"
G-LVL01-IDX-0024-G-LVL02-IDX-0214-G-LVL03-IDX-1201;G-LVL01-IDX-0024;G-LVL02-IDX-0214;G-LVL03-IDX-1201;HS-C-TOTAL;HS-C-25;HS-C-2511;HS-C-251120;25;2511;251120;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816";"Barium carbonate (witherite); natural, whether or not calcined, other than barium oxide of heading no. 2816"
G-LVL01-IDX-0024-G-LVL02-IDX-0215-G-LVL03-IDX-1202;G-LVL01-IDX-0024;G-LVL02-IDX-0215;G-LVL03-IDX-1202;HS-C-TOTAL;HS-C-25;HS-C-2512;HS-C-251200;25;2512;251200;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less";"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less"
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1203;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1203;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251310;25;2513;251310;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Pumice stone, whether or not heat treated
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1204;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1204;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251311;25;2513;251311;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Pumice stones, crude or in irregular pieces
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1205;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1205;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251319;25;2513;251319;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Pumice stone, worked
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1206;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1206;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251320;25;2513;251320;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Emery, natural corundum, natural garnet and other natural abrasives, whether or not heat-treated
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1207;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1207;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251321;25;2513;251321;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Emery & natural abrasives nes, crude, irregular piece
G-LVL01-IDX-0024-G-LVL02-IDX-0216-G-LVL03-IDX-1208;G-LVL01-IDX-0024;G-LVL02-IDX-0216;G-LVL03-IDX-1208;HS-C-TOTAL;HS-C-25;HS-C-2513;HS-C-251329;25;2513;251329;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated";Emery, natural corundum/garnet, including heat treate
G-LVL01-IDX-0024-G-LVL02-IDX-0217-G-LVL03-IDX-1209;G-LVL01-IDX-0024;G-LVL02-IDX-0217;G-LVL03-IDX-1209;HS-C-TOTAL;HS-C-25;HS-C-2514;HS-C-251400;25;2514;251400;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape;"Slate; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0218-G-LVL03-IDX-1210;G-LVL01-IDX-0024;G-LVL02-IDX-0218;G-LVL03-IDX-1210;HS-C-TOTAL;HS-C-25;HS-C-2515;HS-C-251511;25;2515;251511;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape";"Marble and travertine; having a specific gravity of 2.5 or more, crude or roughly trimmed by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0218-G-LVL03-IDX-1211;G-LVL01-IDX-0024;G-LVL02-IDX-0218;G-LVL03-IDX-1211;HS-C-TOTAL;HS-C-25;HS-C-2515;HS-C-251512;25;2515;251512;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape";"Marble and travertine; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape, having a specific gravity of 2.5 or more"
G-LVL01-IDX-0024-G-LVL02-IDX-0218-G-LVL03-IDX-1212;G-LVL01-IDX-0024;G-LVL02-IDX-0218;G-LVL03-IDX-1212;HS-C-TOTAL;HS-C-25;HS-C-2515;HS-C-251520;25;2515;251520;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Marble, travertine, ecaussine and other calcareous stone; of an apparent specific gravity of less than 2.5, alabaster, whether cut by sawing etc, into blocks, slabs of a rectangular (square) shape";"Ecaussine and other calcareous monumental or building stone; alabaster, having a specific gravity of 2.5 or more"
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1213;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1213;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251611;25;2516;251611;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;"Granite; crude or roughly trimmed"
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1214;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1214;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251612;25;2516;251612;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;"Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1215;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1215;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251620;25;2516;251620;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;"Sandstone;. whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1216;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1216;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251621;25;2516;251621;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;Sandstone, crude or roughly trimmed
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1217;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1217;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251622;25;2516;251622;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;Sandstone, merely cut into blocks etc
G-LVL01-IDX-0024-G-LVL02-IDX-0219-G-LVL03-IDX-1218;G-LVL01-IDX-0024;G-LVL02-IDX-0219;G-LVL03-IDX-1218;HS-C-TOTAL;HS-C-25;HS-C-2516;HS-C-251690;25;2516;251690;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Granite, porphyry, basalt, sandstone, other monumental and building stone, whether or not roughly trimmed, cut, by sawing etc, into blocks or slabs of a rectangular (including square) shape;"Monumental or building stone; n.e.c. in heading no. 2516, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0220-G-LVL03-IDX-1219;G-LVL01-IDX-0024;G-LVL02-IDX-0220;G-LVL03-IDX-1219;HS-C-TOTAL;HS-C-25;HS-C-2517;HS-C-251710;25;2517;251710;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516";"Pebbles, gravel, broken or crushed stone; of a kind commonly used for concrete aggregates, for road metalling or for railway or other ballast, shingle and flint, whether or not heat-treated"
G-LVL01-IDX-0024-G-LVL02-IDX-0220-G-LVL03-IDX-1220;G-LVL01-IDX-0024;G-LVL02-IDX-0220;G-LVL03-IDX-1220;HS-C-TOTAL;HS-C-25;HS-C-2517;HS-C-251720;25;2517;251720;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516";"Macadam of slag, dross or similar industrial waste; whether or not incorporating the materials in Tariff item 2517.10.00"
G-LVL01-IDX-0024-G-LVL02-IDX-0220-G-LVL03-IDX-1221;G-LVL01-IDX-0024;G-LVL02-IDX-0220;G-LVL03-IDX-1221;HS-C-TOTAL;HS-C-25;HS-C-2517;HS-C-251730;25;2517;251730;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516";Tarred macadam
G-LVL01-IDX-0024-G-LVL02-IDX-0220-G-LVL03-IDX-1222;G-LVL01-IDX-0024;G-LVL02-IDX-0220;G-LVL03-IDX-1222;HS-C-TOTAL;HS-C-25;HS-C-2517;HS-C-251741;25;2517;251741;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516";"Stones; of marble, in granules, chippings and powder, whether or not heat-treated"
G-LVL01-IDX-0024-G-LVL02-IDX-0220-G-LVL03-IDX-1223;G-LVL01-IDX-0024;G-LVL02-IDX-0220;G-LVL03-IDX-1223;HS-C-TOTAL;HS-C-25;HS-C-2517;HS-C-251749;25;2517;251749;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516";"Stones; of heading no. 2515 or 2516 (excluding marble), in granules, chippings and powder, whether or not heat-treated"
G-LVL01-IDX-0024-G-LVL02-IDX-0221-G-LVL03-IDX-1224;G-LVL01-IDX-0024;G-LVL02-IDX-0221;G-LVL03-IDX-1224;HS-C-TOTAL;HS-C-25;HS-C-2518;HS-C-251810;25;2518;251810;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape;"Dolomite, not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0221-G-LVL03-IDX-1225;G-LVL01-IDX-0024;G-LVL02-IDX-0221;G-LVL03-IDX-1225;HS-C-TOTAL;HS-C-25;HS-C-2518;HS-C-251820;25;2518;251820;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape;"Dolomite, calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape"
G-LVL01-IDX-0024-G-LVL02-IDX-0221-G-LVL03-IDX-1226;G-LVL01-IDX-0024;G-LVL02-IDX-0221;G-LVL03-IDX-1226;HS-C-TOTAL;HS-C-25;HS-C-2518;HS-C-251830;25;2518;251830;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";Dolomite, whether or not calcined or sintered, including dolomite roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape;Dolomite ramming mix
G-LVL01-IDX-0024-G-LVL02-IDX-0222-G-LVL03-IDX-1227;G-LVL01-IDX-0024;G-LVL02-IDX-0222;G-LVL03-IDX-1227;HS-C-TOTAL;HS-C-25;HS-C-2519;HS-C-251910;25;2519;251910;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not";"Magnesium carbonate (magnesite); natural"
G-LVL01-IDX-0024-G-LVL02-IDX-0222-G-LVL03-IDX-1228;G-LVL01-IDX-0024;G-LVL02-IDX-0222;G-LVL03-IDX-1228;HS-C-TOTAL;HS-C-25;HS-C-2519;HS-C-251990;25;2519;251990;HS;Goods;C;"Salt; sulphur; earths, stone; plastering materials, lime and cement";"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not";"Magnesia, fused or dead-burned (sintered); whether or not containing small quantities of other oxides added before sintering, other magnesium oxide, whether or not pure, (not natural magnesium carbonate)"
